0.0,4.130173688200444
0.01,2.905906329809432
0.02,2.6238462761798864
0.03,2.533085135094796
0.04,2.430914463405616
0.05,2.367053899592943
0.06,2.309660597692662
0.07,2.24161804795618
0.08,2.2189293530990186
0.09,2.1701449855152446
0.1,2.156326717134902
0.11,2.113297946828689
0.12,2.1022462143095346
0.13,2.0778041098406326
0.14,2.0595939852532053
0.15,2.0399272643015105
0.16,2.0369921908924398
0.17,2.0058419370186984
0.18,2.008329455316564
0.19,1.9882321895081054
0.2,1.9669482979620247
0.21,1.9557983827816776
0.22,1.9486402644396068
0.23,1.9487126159206083
0.24,1.9334892320241903
0.25,1.9194241328935029
0.26,1.9227755053799302
0.27,1.9079323302869917
0.28,1.9040163307127747
0.29,1.8910654461590621
0.3,1.8854670337887347
0.31,1.8821202013163079
0.32,1.872108985883745
0.33,1.8651809234009116
0.34,1.863886414215537
0.35000000000000003,1.8527579974932409
0.36,1.856134760926953
0.37,1.850177999267576
0.38,1.8479914052752795
0.39,1.8384328653441122
0.4,1.833213704978255
0.41000000000000003,1.8297187580741832
0.42,1.823256053946667
0.43,1.8273824696255685
0.44,1.8166089995009551
0.45,1.8088380094697578
0.46,1.8042398374271134
0.47000000000000003,1.8060938800564075
0.48,1.7969791357650908
0.49,1.8012813978927253
0.5,1.79734412599187
0.51,1.7844817422369406
0.52,1.7856356150486161
0.53,1.7867150781009693
0.54,1.7742231406623727
0.55,1.7755372527212268
0.56,1.775461272113909
0.5700000000000001,1.7673798599094181
0.58,1.7631954693166054
0.59,1.7666338372422103
0.6,1.7530908251548534
0.61,1.7622739599229182
0.62,1.7548057716131304
0.63,1.7553633836502884
0.64,1.751376336262596
0.65,1.7446429951089575
0.66,1.7480113117570824
0.67,1.7379415022542057
0.68,1.7371211285647914
0.6900000000000001,1.7410941231379677
0.7000000000000001,1.7355135466064726
0.71,1.7312311447374054
0.72,1.7283627262487926
0.73,1.7329276984372708
0.74,1.7269944942013102
0.75,1.721052518469403
0.76,1.726596714718598
0.77,1.718379466935678
0.78,1.7134272909785202
0.79,1.7173203996271909
0.8,1.7145669391082237
0.81,1.7105187009035205
0.8200000000000001,1.7167954966204135
0.8300000000000001,1.7072602990975583
0.84,1.7077351851399307
0.85,1.7108447303752505
0.86,1.700069533037099
0.87,1.6943596127302145
0.88,1.6941846198031556
0.89,1.69897877413823
0.9,1.6908867761651363
0.91,1.6906238365591628
0.92,1.6897951427200553
0.93,1.6915950872655605
0.9400000000000001,1.689047087609075
0.9500000000000001,1.68972664749406
0.96,1.6859658217707658
0.97,1.6826782837246166
0.98,1.6853625129773588
0.99,1.6830604308045833
1.0,1.676128479311429
